Successful Private Members' Bills since 1983,,,,,,,,,,,,,,
[Note 1] [Note 2] [Note 3] [Note 4],,,,,,,,,,,,,,
Parliament number,Session number,Parliament,Session,Bill type,Title of bill as presented,Presented by,Presented by (sort name),MNIS Member ID,Member's party (1),Member's party (2),Member's constituency,Act title,Bill URL,Act URL
51,5,1992-97,1996-97  ,Lords,Police (Insurance of Voluntary Assistants) Bill (HL) 1996/97,Lord Brabazon of Tara,"Brabazon of Tara, L.",3493,Conservative,[z],[z],Police (Insurance of Voluntary Assistants) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/45
51,5,1992-97,1996-97  ,Lords,Sea Fisheries (Shellfish) (Amendment) Bill (HL) 1996/97,Baroness Wilcox,"Wilcox, B.",1727,Conservative,[z],[z],Sea Fisheries (Shellfish) (Amendment) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/3
51,5,1992-97,1996-97  ,Lords,Theft (Amendment) Bill (HL) 1996/97,Lord Goff of Chieveley,"Goff of Chieveley, L.",2600,Crossbench,[z],[z],Theft (Amendment) Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/62
52,1,1997-01,1997-98  ,Presentation,Registered Establishments (Scotland) Bill 1997/98,Lynda Clark,"Clark, Lynda",599,Labour,[z],"Edinburgh, Pentlands",Registered Establishments (Scotland) Act 1998,https://publications.parliament.uk/pa/cm199798/cmbills/176/1998176.htm,https://www.legislation.gov.uk/ukpga/1998/25
52,1,1997-01,1997-98  ,Presentation,Waste Minimisation Bill 1997/98,Angela E. Smith,"Smith, Angela E.",4170,Labour,[z],Basildon,Waste Minimisation Act 1998,https://publications.parliament.uk/pa/cm199798/cmbills/097/1997097.htm,https://www.legislation.gov.uk/ukpga/1998/44
52,1,1997-01,1997-98  ,Ten minute rule,Animal Health (Amendment) Bill 1997/98,Paul Flynn,"Flynn, Paul",545,Labour,[z],Newport West,Animal Health (Amendment) Act 1998,https://publications.parliament.uk/pa/cm199798/cmbills/051/1997051.htm,https://www.legislation.gov.uk/ukpga/1998/13
52,1,1997-01,1997-98  ,Ballot,Community Care (Residential Accommodation) Bill 1997/98,Marsha Singh ,"Singh, Marsha",404,Labour,[z],Bradford West,Community Care (Residential Accommodation) Act 1998,https://publications.parliament.uk/pa/cm199798/cmbills/020/1997020.htm,https://www.legislation.gov.uk/ukpga/1998/19
52,1,1997-01,1997-98  ,Ballot,Pesticides Bill 1997/98,Ben Bradshaw ,"Bradshaw, Ben",230,Labour,[z],Exeter,Pesticides Act 1998,https://publications.parliament.uk/pa/cm199798/cmbills/023/1997023.htm,https://www.legislation.gov.uk/ukpga/1998/26
52,1,1997-01,1997-98  ,Ballot,Private Hire Vehicles (London) Bill 1997/98,George Young ,"Young, George",57,Conservative,[z],North West Hampshire,Private Hire Vehicles (London) Act 1998,https://publications.parliament.uk/pa/cm199798/cmbills/010/1998010.htm,https://www.legislation.gov.uk/ukpga/1998/34
52,1,1997-01,1997-98  ,Ballot,Public Interest Disclosure Bill 1997/98,Richard Shepherd ,"Shepherd, Richard",295,Conservative,[z],Aldridge-Brownhills,Public Interest Disclosure Act 1998,https://publications.parliament.uk/pa/cm199798/cmbills/016/1997016.htm,https://www.legislation.gov.uk/ukpga/1998/23
52,1,1997-01,1997-98  ,Ballot,Road Traffic Reduction (United Kingdom Targets) Bill 1997/98,Cynog Dafis ,"Dafis, Cynog",674,Plaid Cymru,[z],Ceredigion,Road Traffic Reduction (National Targets) Act 1998,https://publications.parliament.uk/pa/cm199798/cmbills/011/1998011.htm,https://www.legislation.gov.uk/ukpga/1998/24
52,1,1997-01,1997-98  ,Lords,Criminal Justice (International Cooperation) (Amendment) Bill (HL) 1997/98,Lord Evans of Parkside,"Evans of Parkside, L.",1082,Labour,[z],[z],Criminal Justice (International Co-operation) (Amendment) Act 1998,[x],https://www.legislation.gov.uk/ukpga/1998/27
52,1,1997-01,1997-98  ,Lords,Employment Rights (Dispute Resolution) Bill (HL) 1997/98,Lord Archer of Sandwell,"Archer of Sandwell, L.",741,Labour,[z],[z],Employment Rights (Dispute Resolution) Act 1998,[x],https://www.legislation.gov.uk/ukpga/1998/8
52,2,1997-01,1998-99  ,Ballot,Adoption (Intercountry Aspects) Bill 1998/99,Mark Oaten ,"Oaten, Mark",63,Liberal Democrat,[z],Winchester,Adoption (Intercounty Aspects) Act 1999,https://publications.parliament.uk/pa/cm199899/cmbills/018/1999018.htm,https://www.legislation.gov.uk/ukpga/1999/18
52,2,1997-01,1998-99  ,Ballot,Breeding and Sale of Dogs (Welfare) Bill 1998/99,James Clappison ,"Clappison, James",67,Conservative,[z],Hertsmere,Breeding and Sale of Dogs (Welfare) Act 1999,https://publications.parliament.uk/pa/cm199899/cmbills/026/1999026.htm,https://www.legislation.gov.uk/ukpga/1999/11
52,2,1997-01,1998-99  ,Ballot,Company and Business Names (Chamber of Commerce etc) Bill 1998/99,Andrew Lansley ,"Lansley, Andrew",123,Conservative,[z],South Cambridgeshire,"Company and Business Names (Chamber of Commerce, etc) Act 1999",https://publications.parliament.uk/pa/cm199899/cmbills/030/1999030.htm,https://www.legislation.gov.uk/ukpga/1999/18
52,2,1997-01,1998-99  ,Ballot,Football (Offences and Disorder) Bill 1998/99,Simon Burns ,"Burns, Simon",46,Conservative,[z],West Chelmsford,Football (Offences and Disorder) Act 1999,https://publications.parliament.uk/pa/cm199899/cmbills/017/1999017.htm,https://www.legislation.gov.uk/ukpga/1999/21
52,2,1997-01,1998-99  ,Ballot,Mental Health (Amendment) (Scotland) Bill 1998/99,Eric Clarke ,"Clarke, Eric",624,Labour,[z],Midlothian,Mental Health (Amendment) (Scotland) Act 1999,https://publications.parliament.uk/pa/cm199899/cmbills/014/1999014.htm,https://www.legislation.gov.uk/ukpga/1999/32
52,2,1997-01,1998-99  ,Ballot,Protection of Children Bill 1998/99,Debra Shipley ,"Shipley, Debra",314,Labour,[z],Stourbridge,Protection of Children Act 1999,https://publications.parliament.uk/pa/cm199899/cmbills/012/1999012.htm,https://www.legislation.gov.uk/ukpga/1999/14
52,2,1997-01,1998-99  ,Ballot,Road Traffic (Vehicle Testing) Bill 1998/99,Andrew Hunter ,"Hunter, Andrew",48,Conservative,[z],Basingstoke,Road Traffic (Vehicle Testing) Act 1999,https://publications.parliament.uk/pa/cm199899/cmbills/025/1999025.htm,https://www.legislation.gov.uk/ukpga/1999/12
52,2,1997-01,1998-99  ,Lords,Criminal Cases Review (Insanity) Bill (HL) 1998/99,Lord Ackner,"Ackner, L.",3464,Crossbench,[z],[z],Criminal Cases Review (Insanity) Act 1999,https://publications.parliament.uk/pa/ld199899/ldbills/035/1999035.htm,https://www.legislation.gov.uk/ukpga/1999/25
52,3,1997-01,1999-00  ,Ballot,Carers and Disabled Children Bill 1999/2000,Tom Pendry ,"Pendry, Tom",457,Labour,[z],Stalybridge and Hyde,Carers and Disabled Children Act 2000,https://publications.parliament.uk/pa/cm199900/cmbills/013/2000013.htm,https://www.legislation.gov.uk/ukpga/2000/16
52,3,1997-01,1999-00  ,Ballot,Health Service Commissioners (Amendment) Bill 1999/2000,Geoffrey Johnson Smith,"Johnson Smith, Geoffrey",29,Conservative,[z],Wealden,Health Service Commissioners (Amendment) Act 2000,https://publications.parliament.uk/pa/cm199900/cmbills/015/2000015.htm,https://www.legislation.gov.uk/ukpga/2000/28
52,3,1997-01,1999-00  ,Ballot,Licensing (Young Persons) Bill 1999/2000,Paul Truswell,"Truswell, Paul",421,Labour,[z],Pudsey,Licensing (Young Persons) Act 2000,https://publications.parliament.uk/pa/cm199900/cmbills/014/2000014.htm,https://www.legislation.gov.uk/ukpga/2000/30
52,3,1997-01,1999-00  ,Ballot,Protection of Animals (Amendment) Bill 1999/2000,Claire Curtis-Thomas ,"Curtis-Thomas, Claire",480,Labour,[z],Crosby,Protection of Animals (Amendment) Act 2000,https://publications.parliament.uk/pa/cm199900/cmbills/031/2000031.htm,https://www.legislation.gov.uk/ukpga/2000/40
52,3,1997-01,1999-00  ,Ballot,Warm Homes and Energy Conservation Bill 1999/2000,David Amess ,"Amess, David",44,Conservative,[z],Southend West,Warm Homes and Energy Conservation Act 2000,https://publications.parliament.uk/pa/cm199900/cmbills/016/2000016.htm,https://www.legislation.gov.uk/ukpga/2000/31
52,3,1997-01,1999-00  ,Lords,Census (Amendment) Bill (HL) 1999/2000,Lord Weatherill,"Weatherill, L.",1736,Crossbench,[z],[z],Census (Amendment) Act 2000,https://publications.parliament.uk/pa/ld199900/ldbills/015/2000015.htm,https://www.legislation.gov.uk/ukpga/2000/24
53,1,2001-05,2001-02  ,Ten minute rule,Private Hire Vehicles (Carriage of Guide Dogs etc) Bill 2001/02,Neil Gerrard,"Gerrard, Neil",211,Labour,[z],Walthamstow,Private Hire Vehicles (Carriage of Guide Dogs etc) Act 2002,https://publications.parliament.uk/pa/cm200102/cmbills/062/2002062.htm,https://www.legislation.gov.uk/ukpga/2002/37
53,1,2001-05,2001-02  ,Ten minute rule,Divorce (Religious Marriages) Bill 2001/02,Andrew Dismore,"Dismore, Andrew",179,Labour,[z],Hendon,Divorce (Religious Marriages) Act 2002,https://publications.parliament.uk/pa/cm200102/cmbills/035/2002035.htm,https://www.legislation.gov.uk/ukpga/2002/27
53,1,2001-05,2001-02  ,Ballot ,Commonwealth Bill 2001/02,David Willetts,"Willetts, David",53,Conservative,[z],Havant,Commonwealth Act 2002,https://publications.parliament.uk/pa/cm200102/cmbills/025/2002025.htm,https://www.legislation.gov.uk/ukpga/2002/39
53,1,2001-05,2001-02  ,Ballot ,Copyright etc and Trade Marks (Offences and Enforcement) Bill 2001/02,Vincent Cable,"Cable, Vincent",207,Liberal Democrat,[z],Twickenham,"Copyright, etc and Trade Marks (Offences and Enforcement) Act 2002",https://publications.parliament.uk/pa/cm200102/cmbills/017/2002017.htm,https://www.legislation.gov.uk/ukpga/2002/25
53,1,2001-05,2001-02  ,Ballot ,Copyright (Visually Impaired Persons) Bill 2001/02,Rachel Squire,"Squire, Rachel",592,Labour,[z],Dunfermline West,Copyright (Visually Impaired Persons) Act 2002,https://publications.parliament.uk/pa/cm200102/cmbills/023/2002023.htm,https://www.legislation.gov.uk/ukpga/2002/33
53,1,2001-05,2001-02  ,Ballot ,Employee Share Schemes Bill 2001/02,Mark Lazarowicz,"Lazarowicz, Mark",1411,Labour,Co-operative Party,Edinburgh North and Leith,Employee Share Schemes Act 2002,https://publications.parliament.uk/pa/cm200102/cmbills/013/2002013.htm,https://www.legislation.gov.uk/ukpga/2002/34
53,1,2001-05,2001-02  ,Ballot ,Industrial and Provident Societies Bill 2001/02,Gareth Thomas,"Thomas, Gareth",177,Labour,Co-operative Party,Harrow West,Industrial and Provident Societies Act 2002,https://publications.parliament.uk/pa/cm200102/cmbills/014/2002014.htm,https://www.legislation.gov.uk/ukpga/2002/20
53,1,2001-05,2001-02  ,Lords,National Heritage Bill (HL) 2001/02,Baroness Anelay of St Johns,"Aneley of St Johns, B.",3474,Conservative,[z],[z],National Heritage Act 2002,https://publications.parliament.uk/pa/ld200102/ldbills/010/2002010.htm,https://www.legislation.gov.uk/ukpga/2002/14
53,2,2001-05,2002-03  ,Ballot,Aviation (Offences) Bill 2002/03,Frank Roy,"Roy, Frank",626,Labour,[z],Motherwell and Wishaw,Aviation (Offences) Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/023/2003023.htm,https://www.legislation.gov.uk/ukpga/2003/19
53,2,2001-05,2002-03  ,Ballot,Co-operatives and Community Benefit Societies Bill 2002/03,Mark Todd,"Todd, Mark",332,Labour,[z],South Derbyshire,Co-operatives and Community Benefit Societies Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/015/2003015.htm,https://www.legislation.gov.uk/ukpga/2003/15
53,2,2001-05,2002-03  ,Ballot,Dealing in Cultural Objects (Offences) Bill 2002/03,Richard Allan,"Allan, Richard",397,Liberal Democrat,[z],"Sheffield, Hallam",Dealing in Cultural Objects (Offences) Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/030/2003030.htm,https://www.legislation.gov.uk/ukpga/2003/27
53,2,2001-05,2002-03  ,Ballot,Female Genital Mutilation Bill 2002/03,Ann Clywd,"Clywd, Ann",553,Labour,[z],Cynon Valley,Female Genital Mutilation Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/021/2003021.htm,https://www.legislation.gov.uk/ukpga/2003/31
53,2,2001-05,2002-03  ,Ballot,Fireworks Bill 2002/03,Bill Tynan,"Tynan, Bill",618,Labour,[z],Hamilton South,Fireworks Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/017/2003017.htm,https://www.legislation.gov.uk/ukpga/2003/22
53,2,2001-05,2002-03  ,Ballot,Municipal Waste Recycling Bill 2002/03,Joan Ruddock,"Ruddock, Joan",190,Labour,[z],"Lewisham, Deptford",Household Waste Recycling Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/019/2003019.htm,https://www.legislation.gov.uk/ukpga/2003/29
53,2,2001-05,2002-03  ,Ballot,Human Fertilisation and Embryology (Deceased Fathers) Bill 2002/03,Stephen McCabe,"McCabe, Stephen",298,Labour,[z],"Birmingham, Hall Green",Human Fertilisation and Embryology (Deceased Fathers) Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/025/2003025.htm,https://www.legislation.gov.uk/ukpga/2003/24
53,2,2001-05,2002-03  ,Ballot,Legal Deposit Libraries Bill 2002/03,Chris Mole,"Moles, Chris",1475,Labour,[z],Ipswich,Legal Deposit Libraries Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/026/2003026.htm,https://www.legislation.gov.uk/ukpga/2003/28
53,2,2001-05,2002-03  ,Ballot,Marine Safety Bill 2002/03,Brian Iddon,"Iddon, Brian",438,Labour,[z],Bolton South East,Marine Safety Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/024/2003024.htm,https://www.legislation.gov.uk/ukpga/2003/16
53,2,2001-05,2002-03  ,Ballot,National Lottery (Funding of Endowments) Bill 2002/03,Keith Simpson,"Simpson, Keith",126,Conservative,[z],Mid Norfolk,National Lottery (Funding of Endowments) Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/024/2003024.htm,https://www.legislation.gov.uk/ukpga/2003/23
53,2,2001-05,2002-03  ,Ballot,Equine Welfare (Ragwort Control) Bill 2002/03,John Greenway,"Greenway, John",380,Conservative,[z],Ryedale,Ragwort Control Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/027/2003027.htm,https://www.legislation.gov.uk/ukpga/2003/40
53,2,2001-05,2002-03  ,Ballot,Sunday Working (Scotland) Bill 2002/03,David Cairns,"Cairns, David",1421,Labour,[z],Greenock and Inverclyde,Sunday Working (Scotland) Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/016/2003016.htm,https://www.legislation.gov.uk/ukpga/2003/18
53,2,2001-05,2002-03  ,Ballot,Sustainable Energy Bill 2002/03,Brian White,"White, Brian",20,Labour,[z],North East Milton Keynes,Sustainable Energy Act 2003,https://publications.parliament.uk/pa/cm200203/cmbills/020/2003020.htm,https://www.legislation.gov.uk/ukpga/2003/30
53,3,2001-05,2003-04  ,Ballot,Carers (Equal Opportunities) Bill 2003/04,Hywel Francis ,"Francis, Hywel",1382,Labour,[z],Aberavon,Carers (Equal Opportunities) Act 2004,https://publications.parliament.uk/pa/cm200304/cmbills/016/2004016.htm,https://www.legislation.gov.uk/ukpga/2004/15
53,3,2001-05,2003-04  ,Ballot,Christmas Day (Trading) Bill 2003/04,Kevan Jones,"Jones, Kevan",1438,Labour,[z],North Durham,Christmas Day (Trading) Act 2004,https://publications.parliament.uk/pa/cm200304/cmbills/020/2004020.htm,https://www.legislation.gov.uk/ukpga/2004/26
53,3,2001-05,2003-04  ,Ballot,Highways (Obstruction by Body Corporate) Bill 2003/04,Michael Jabez Foster,"Foster, Michael Jabez",26,Labour,[z],Hastings and Rye,Highways (Obstruction by Body Corporate) Act 2004,https://publications.parliament.uk/pa/cm200304/cmbills/030/2004030.htm,https://www.legislation.gov.uk/ukpga/2004/29
53,3,2001-05,2003-04  ,Ballot,Gangmasters (Licensing) Bill 2003/04,Jim Sheridan,"Sheridan, Jim",1464,Labour,[z],West Renfrewshire,Gangmasters (Licensing) Act 2004,https://publications.parliament.uk/pa/cm200304/cmbills/017/2004017.htm,https://www.legislation.gov.uk/ukpga/2004/11
53,3,2001-05,2003-04  ,Ballot,Sustainable and Secure Buildings Bill 2003/04,Andrew Stunell,"Stunell, Andrew",445,Liberal Democrat,[z],Hazel Grove,Sustainable and Secure Buildings Act 2004,https://publications.parliament.uk/pa/cm200304/cmbills/015/2004015.htm,https://www.legislation.gov.uk/ukpga/2004/22
54,1,2005-10,2005-06  ,Ballot,Climate Change and Sustainable Energy Bill 2005-06,Mark Lazarowicz,"Lazarowicz, Mark",1411,Labour,Co-operative Party,Edinburgh North and Leith,Climate Change and Sustainable Energy Act 2006,https://publications.parliament.uk/pa/cm200506/cmbills/017/2006017.htm,https://www.legislation.gov.uk/ukpga/2006/19
54,1,2005-10,2005-06  ,Ballot,International Development (Reporting and Transparency) Bill 2005-06,Tom Clarke,"Clarke, Tom",583,Labour,[z],"Coatbridge, Chryston and Bellshill",International Development (Reporting and Transparency) Act 2006,https://publications.parliament.uk/pa/cm200506/cmbills/019/2006019.htm,https://www.legislation.gov.uk/ukpga/2006/31
54,1,2005-10,2005-06  ,Ballot,Emergency Workers (Protection) Bill 2005-06,Alan Williams,"Williams, Alan",569,Labour,[z],Swansea West,Emergency Workers (Obstruction) Act 2006,https://publications.parliament.uk/pa/cm200506/cmbills/020/2006020.htm,https://www.legislation.gov.uk/ukpga/2006/39
54,2,2005-10,2006-07  ,Ballot,Sustainable Communities Bill 2006-07,Nick Hurd,"Hurd, Nick",1561,Conservative,[z],Ruislip - Northwood,Sustainable Communities Act 2007,https://bills.parliament.uk/bills/97/publications,https://www.legislation.gov.uk/ukpga/2007/23
54,2,2005-10,2006-07  ,Ballot,Financial Mutuals Arrangements Bill 2006-07,John Butterfill,"Butterfill, John",241,Conservative,[z],Bournemouth West,Building Societies (Funding) and Mutual Societies (Transfers) Act 2007,https://bills.parliament.uk/bills/69/publications,https://www.legislation.gov.uk/ukpga/2007/26
54,2,2005-10,2006-07  ,Ballot,Vehicle Registration Marks Bill 2006-07,Richard Ottaway,"Ottaway, Richard",157,Conservative,[z],Croydon South,Vehicle Registration Marks Act 2007,https://bills.parliament.uk/bills/118/publications,https://www.legislation.gov.uk/ukpga/2007/14
54,2,2005-10,2006-07  ,Lords,Forced Marriage (Civil Protection) Bill (HL) 2006-07,Lord Lester of Herne Hill,"Lester of Herne Hill, L.",2037,Liberal Democrat,[z],[z],Forced Marriage (Civil Protection) Act 2007,https://bills.parliament.uk/bills/69/publications,https://www.legislation.gov.uk/ukpga/2007/20
54,3,2005-10,2007-08  ,Ballot,Planning and Energy Bill 2007-08,Michael Fallon,"Fallon, Michael",88,Conservative,[z],Sevenoaks,Planning and Energy Act 2008,https://bills.parliament.uk/bills/118/publications,https://www.legislation.gov.uk/ukpga/2008/21
54,3,2005-10,2007-08  ,Ballot ,Special Educational Needs (Information) Bill 2007-08,Sharon Hodgson,"Hodgson, Sharon",1521,Labour,[z],Gateshead East and Washington West,Special Education Needs (Information) Act 2008,https://bills.parliament.uk/bills/223/publications,https://www.legislation.gov.uk/ukpga/2008/11
54,3,2005-10,2007-08  ,Ballot,Health and Safety (Offences) Bill 2007-08,Keith Hill,"Hill, Keith",203,Labour,[z],Streatham,Health and Safety (Offences) Act 2008,https://bills.parliament.uk/bills/230/publications,https://www.legislation.gov.uk/ukpga/2008/20
54,4,2005-10,2008-09  ,Ballot,Autism Bill 2008-09,Cheryl Gillan,"Gillan, Cheryl",18,Conservative,[z],Chesham and Amersham,Autism Act 2009,https://bills.parliament.uk/bills/400/publications,https://www.legislation.gov.uk/ukpga/2009/15
54,4,2005-10,2008-09  ,Ballot,Green Energy (Definition and Promotion) Bill 2008-09,Peter Ainsworth,"Ainsworth, Peter",99,Conservative,[z],East Surrey,Green Energy (Definition and Promotion) Act 2009,https://bills.parliament.uk/bills/405/publications,https://www.legislation.gov.uk/ukpga/2009/19
54,4,2005-10,2008-09  ,Presentation,Driving Instruction (Suspension and Exemption Powers) Bill 2008-09,Willie Rennie,"Rennie, Willie",1600,Liberal Democrat,[z],Dunfermline and West Fife,Driving Instruction (Suspension and Exemption Powers) Act 2009,https://bills.parliament.uk/bills/450/publications,https://www.legislation.gov.uk/ukpga/2009/17
54,4,2005-10,2008-09  ,Presentation,Holocaust (Stolen Art) Restitution Bill 2008-09,Andrew Dismore,"Dismore, Andrew",179,Labour,[z],Hendon,Holocaust (Return of Cultural Objects) Act 2009,https://bills.parliament.uk/bills/426/publications,https://www.legislation.gov.uk/ukpga/2009/16
54,4,2005-10,2008-09  ,Lords,Law Commission Bill (HL) 2008-09,Lord Lloyd of Berwick,"Lloyd of Berwick, L.",2052,Crossbench,[z],[z],Law Commission Act 2009,https://bills.parliament.uk/bills/420/publications,https://www.legislation.gov.uk/ukpga/2009/14
54,5,2005-10,2009-10  ,Ballot,Mortgage Repossessions (Protection of Tenants etc) Bill 2009-10,Brian Iddon,"Iddon, Brian",438,Labour,[z],Bolton South East,Mortgage Repossessions (Protection of Tenants etc) Act 2010,https://bills.parliament.uk/bills/568/publications,https://www.legislation.gov.uk/ukpga/2010/19
54,5,2005-10,2009-10  ,Ballot,Debt Relief (Developing Countries) Bill 2009-10,Andrew Gwynne,"Gwynne, Andrew",1506,Labour,[z],Denton and Reddish,Debt Relief Developing Countries Act 2010,https://bills.parliament.uk/bills/570/publications,https://www.legislation.gov.uk/ukpga/2010/22
54,5,2005-10,2009-10  ,Ballot,Sunbeds (Regulation) Bill 2009-10,Julie Morgan,"Morgan, Julie",561,Labour,[z],Cardiff North,Sunbeds (Regulation) Act 2010,https://bills.parliament.uk/bills/572/publications,https://www.legislation.gov.uk/ukpga/2010/20
54,5,2005-10,2009-10  ,Ballot,Anti-slavery Day Bill 2009-10,Anthony Steen,"Steen, Anthony",239,Conservative,[z],Totnes,Anti-slavery Day Act 2010,https://bills.parliament.uk/bills/573/publications,https://www.legislation.gov.uk/ukpga/2010/14
54,5,2005-10,2009-10  ,Ballot,Sustainable Communities Act 2007 (Amendment) Bill 2009-10,Alistair Burt,"Burt, Alistair",1201,Conservative,[z],North East Bedfordshire,Sustainable Communities Act 2007 (Amendment) Act 2010,https://bills.parliament.uk/bills/574/publications,https://www.legislation.gov.uk/ukpga/2010/21
54,5,2005-10,2009-10  ,Lords,Co-operative and Community Benefit Societies and Credit Unions Bill (HL) 2009-10,Lord Tomlinson,"Tomlinson, L.",1702,Labour,[z],[z],Co-operative and Community Benefit Societies and Credit Unions Act 2010,https://bills.parliament.uk/bills/554/publications,https://www.legislation.gov.uk/ukpga/2010/7
54,5,2005-10,2009-10  ,Lords,Marriage (Wales) Bill (HL) 2009-10,Lord Rowe-Beddoe,"Rowe-Beddoe, L.",3806,Crossbench,[z],[z],Marriage (Wales) Act 2010,https://bills.parliament.uk/bills/550/publications,https://www.legislation.gov.uk/ukpga/2010/6
55,1,2010-15,2010-12  ,Ballot,Public Services (Social Value) Bill 2010-12,Chris White,"White, Chris",4114,Conservative,[z],Warwick and Leamington,Public Services (Social Value) Act 2012,https://bills.parliament.uk/bills/686/publications,https://www.legislation.gov.uk/ukpga/2012/3
55,1,2010-15,2010-12  ,Ballot,Estates of Deceased Persons (Forfeiture Rule and Law of Succession) Bill 2010-12,Greg Knight,"Knight, Greg",1200,Conservative,[z],East Yorkshire,Estates of Deceased Persons (Forfeiture Rule and Law of Succession) Act 2011,https://bills.parliament.uk/bills/688/publications,https://www.legislation.gov.uk/ukpga/2011/7
55,1,2010-15,2010-12  ,Ballot,Coinage (Measurement) Bill 2010-12,Mark Lancaster,"Lancaster, Mark",1544,Conservative,[z],Milton Keynes North,Coinage (Measurement) Act 2011,https://bills.parliament.uk/bills/692/publications,https://www.legislation.gov.uk/ukpga/2011/17
55,1,2010-15,2010-12  ,Ballot,Sports Grounds Safety Authority Bill 2010-12,Jonathan Lord,"Lord, Jonathan",4090,Conservative,[z],Woking,Sports Grounds Safety Authority Act 2011,https://bills.parliament.uk/bills/695/publications,https://www.legislation.gov.uk/ukpga/2011/6
55,1,2010-15,2010-12  ,Ballot,Wreck Removal Convention Bill 2010-12,Therese Coffey,"Coffey, Therese",4098,Conservative,[z],Suffolk Coastal,Wreck Removal Convention Act 2011,https://bills.parliament.uk/bills/697/publications,https://www.legislation.gov.uk/ukpga/2011/8
55,1,2010-15,2010-12  ,Ballot,"Domestic Violence, Crime and Victims (Amendment) Bill 2010-12",Paul Beresford,"Beresford, Paul",103,Conservative,[z],Mole Valley,"Domestic Violence, Crime and Victims (Amendment) Act 2012",https://bills.parliament.uk/bills/704/publications,https://www.legislation.gov.uk/ukpga/2012/4
55,1,2010-15,2010-12  ,Lords,Live Music Bill (HL) 2010-12,Lord Clement-Jones,"Clement-Jones, L.",3396,Liberal Democrat,[z],[z],Live Music Act 2012,https://bills.parliament.uk/bills/736/publications,https://www.legislation.gov.uk/ukpga/2012/2
55,2,2010-15,2012-13  ,Ballot,Scrap Metal Dealers Bill 2012-13,Richard Ottaway,"Ottaway, Richard",157,Conservative,[z],Croydon South,Scrap Metal Dealers Act 2013,https://bills.parliament.uk/bills/1026/publications,https://www.legislation.gov.uk/ukpga/2013/10
55,2,2010-15,2012-13  ,Ballot,Mental Health (Discrimination) (No. 2) Bill 2012-13,Gavin Barwell,"Barwell, Gavin",3955,Conservative,[z],Croydon Central,Mental Health (Discrimination) Act 2013,https://bills.parliament.uk/bills/1027/publications,https://www.legislation.gov.uk/ukpga/2013/8
55,2,2010-15,2012-13  ,Ballot,Prisons (Interference with Wireless Telegraphy) Bill 2012-13,Paul Beresford,"Beresford, Paul",103,Conservative,[z],Mole Valley,Prisons (Interference with Wireless Telegraphy) Act 2012,https://bills.parliament.uk/bills/1031/publications,https://www.legislation.gov.uk/ukpga/2012/20
55,2,2010-15,2012-13  ,Ballot,Prevention of Social Housing Fraud Bill 2012-13,Richard Harrington,"Harrington, Richard",4068,Conservative,[z],Watford,Prevention of Social Housing Fraud Act 2013,https://bills.parliament.uk/bills/1037/publications,https://www.legislation.gov.uk/ukpga/2013/3
55,2,2010-15,2012-13  ,Ballot,Prisons (Property) Bill 2012-13,Stuart Andrew,"Andrew, Stuart",4032,Conservative,[z],Pudsey,Prisons (Property) Act 2013,https://bills.parliament.uk/bills/1038/publications,https://www.legislation.gov.uk/ukpga/2013/11
55,2,2010-15,2012-13  ,Ballot,Disabled Persons' Parking Badges Bill 2012-13,Simon Kirby,"Kirby, Simon",3929,Conservative,[z],"Brighton, Kemptown",Disabled Persons' Parking Badges Act 2013,https://bills.parliament.uk/bills/1042/publications,https://www.legislation.gov.uk/ukpga/2013/4
55,2,2010-15,2012-13  ,Ballot,Antarctic Bill 2012-13,Neil Carmichael,"Carmichael, Neil",4104,Conservative,[z],Stroud,Antarctic Act 2013,https://bills.parliament.uk/bills/1030/publications,https://www.legislation.gov.uk/ukpga/2013/15
55,2,2010-15,2012-13  ,Ballot,Presumption of Death Bill 2012-13,John Glen,"Glen, John",4051,Conservative,[z],Salisbury,Presumption of Death Act 2013,https://bills.parliament.uk/bills/1033/publications,https://www.legislation.gov.uk/ukpga/2013/13
55,2,2010-15,2012-13  ,Ballot,Mobile Homes Bill 2012-13,Peter Aldous,"Aldous, Peter",4069,Conservative,[z],Waveney,Mobile Homes Act 2013,https://bills.parliament.uk/bills/1028/publications,https://www.legislation.gov.uk/ukpga/2013/14
